-0.0603833,-0.0502846,-0.00755906,0.00566533,0.0167663,-0.00873674,-0.0434802,-0.0403594,-0.0176011,0.0259771,0.0308374,0.0261775,0.0374356,0.0370318,0.0272179,0.0173933,0.0179866,0.017364,0.0117154,-0.0203799,-0.0317747,-0.0650236,-0.0427444,-0.0371853,-0.0132732,-0.032278,-0.0343493,-0.0344078,-0.0213529,-0.00978369,0.00916197,0.0147867,0.009039,-0.00894155,-0.00877595,-0.00942229,-0.0174141,-0.0162407,-0.0348284,-0.0163197
0.0518279,0.0418897,0.00359196,0.0104498,0.0404622,0.0691029,0.0807352,0.0508381,0.0286926,-0.0156881,-0.0155553,-0.0274006,-0.0211644,-0.0278127,-0.0259581,-0.034778,-0.0435625,-0.0398012,-0.0230663,0.00391557,0.0106571,0.00749758,0.0351397,0.0160092,0.0269979,-0.00946413,-0.00561631,-0.00104221,0.0083658,0.0438026,0.0613396,0.0615345,0.0379282,-0.00248593,-0.0164135,-0.00557926,0.0327468,0.0577293,0.0442866,0.00694373
0.00795971,0.0238742,0.0188153,0.00686183,0.00675031,0.0481225,0.0389993,0.0358284,0.0219213,0.0364806,0.0152225,-0.0307823,-0.0508726,-0.0194558,0.0178885,0.030931,0.00766374,0.0101174,-0.000729783,-0.0135591,-0.00979791,0.0074847,0.0430238,0.047711,0.0450672,0.0365628,0.00472144,-0.000601112,0.00392577,0.0176922,0.0285252,0.0158367,0.00413938,-0.0156682,0.00838083,0.0169553,0.0244337,-0.0267983,-0.0234067,-0.0452759
-0.0488864,-0.0278184,-0.0253803,-0.00654687,0.012375,0.0461311,0.0485535,0.0161594,0.0104376,0.00641224,0.00255242,-0.0268192,-0.024581,-0.0119611,0.000420444,-0.012084,-0.0186866,-0.0444473,-0.0635754,-0.0668898,-0.0344958,0.0161285,0.0625538,0.0746986,0.0729826,0.0606522,0.048434,0.0395936,0.039589,0.0470624,0.0458147,0.0435854,0.0159874,0.000421832,-0.0192848,-0.00404935,-0.00113593,0.00929845,0.015134,0.010219
0.0278326,0.0240112,0.0297686,0.0283658,0.00550798,-0.00919271,-0.00356683,0.00618371,0.0222621,0.00819809,0.012232,0.00533948,0.0225711,0.00915324,-0.0157388,-0.0306166,-0.00438202,0.0274089,0.0409441,0.0317516,0.0296723,0.0200077,0.00894805,-0.00212751,0.0151525,0.0155739,0.0168469,-0.0125755,-0.0246595,-0.0189119,0.00203421,0.0389679,0.0382147,0.0377545,0.0430696,0.0634754,0.0516886,0.0480482,0.02548,0.0344277
-0.0229264,0.00567971,-0.0153949,0.00163223,-0.00584448,0.0335933,0.0587384,0.095961,0.0708309,0.0417847,0.00202586,0.0159702,0.0219156,0.039479,0.0181887,-0.00589031,-0.00869091,0.0112636,0.053705,0.0504961,0.0597576,0.0189332,-0.00422309,-0.0324545,-0.00212258,0.015486,0.0407749,0.0429523,0.059403,0.0401798,0.0317756,0.0389082,0.0468298,0.0428321,0.0274278,0.0347748,0.0499954,0.0490835,0.0209967,-0.0122238
0.0513306,0.0365904,0.0193151,0.0324122,0.0607033,0.101603,0.110734,0.10007,0.0490516,0.0174592,-0.00695645,-0.0149278,-0.0304772,-0.0472437,-0.0758474,-0.0964427,-0.0812307,-0.0664676,-0.0437692,-0.0310514,0.00302475,-0.00120253,0.00512907,0.000764129,0.0168272,0.0351576,0.0204711,0.0254156,-0.0106397,0.0153848,0.0361552,0.074766,0.0645635,0.0220499,-0.014572,-0.0271522,-0.0128723,-0.00227461,0.00755664,0.0292053
-0.000209113,0.0109723,-0.0070793,-0.0340005,-0.0504075,-0.054262,-0.0580759,-0.0568783,-0.0363106,-0.00744984,0.00409869,-0.0174677,-0.0409041,-0.0348788,-0.0380502,-0.0473288,-0.0480664,-0.0459901,-0.0404962,-0.0437224,0.0233331,0.0229269,0.0160463,-0.0300317,-0.0238002,-0.00707966,0.00995592,0.0439522,0.0610802,0.04386,0.00341268,-0.0142668,-0.0143165,-0.0225307,-0.0371736,-0.0261428,-0.0114156,-0.00446121,-0.017996,-0.0258146
0.0450414,0.0133973,0.013562,0.0083703,0.0190226,-0.0177452,-0.0324578,-0.0551759,-0.0352288,-0.0199686,-0.0259043,-0.0302174,-0.0389217,-0.0269483,-0.00476242,0.00760779,0.00958975,-0.0193245,-0.0422004,-0.0392704,0.00226719,0.0455613,0.0641529,0.0465616,0.0444672,0.0553813,0.0469347,0.0179816,-0.0327194,-0.0586757,-0.0746566,-0.0626588,-0.0402769,-0.0385778,-0.0748571,-0.0788867,-0.0651208,-0.00085394,0.0201933,0.0402089
0.0179533,0.034614,0.0297602,0.0335586,0.0237996,0.0336103,0.0298858,0.0228064,0.0179686,0.0198389,0.0147313,-0.00255346,-0.000489225,-0.0272047,-0.0515857,-0.0943329,-0.077815,-0.041711,0.00240388,0.00184421,-0.0175311,-0.0477879,-0.0506784,-0.0157178,0.034711,0.0690935,0.0403747,0.0231017,0.00581017,0.0326174,0.00756511,0.0174322,0.00814444,0.0338547,0.046878,0.0431978,0.0355602,0.00185707,-0.0059134,-0.0282442
